id,cardno,expansion,japanese_name,image_url,detail_page_url,japanese_set_name,card_class,card_type,card_subtype,rarity,cost,attack,defense,card_text,illustrator,last_scraped_details_at,created_at,updated_at
174,BP12-009,BP12,森の戦士,https://shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP12/bp12-009.png,https://shadowverse-evolve.com/cardlist/?cardno=BP12-009&expansion=BP12&view=image,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-06-01 14:19:09.411507,2025-06-01 16:10:33.426141
175,BP12-010,BP12,追い風の妖精,https://shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP12/bp12-010.png,https://shadowverse-evolve.com/cardlist/?cardno=BP12-010&expansion=BP12&view=image,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-06-01 14:19:09.412357,2025-06-01 16:10:33.427112
176,BP12-011,BP12,アリアの旋風,https://shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP12/bp12-011.png,https://shadowverse-evolve.com/cardlist/?cardno=BP12-011&expansion=BP12&view=image,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-06-01 14:19:09.413109,2025-06-01 16:10:33.428332
177,BP12-012,BP12,森の手斧使い,https://shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP12/bp12-012.png,https://shadowverse-evolve.com/cardlist/?cardno=BP12-012&expansion=BP12&view=image,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-06-01 14:19:09.413805,2025-06-01 16:10:33.429447
178,BP12-013,BP12,森の手斧使い,https://shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP12/bp12-013.png,https://shadowverse-evolve.com/cardlist/?cardno=BP12-013&expansion=BP12&view=image,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-06-01 14:19:09.414559,2025-06-01 16:10:33.430431
179,BP12-014,BP12,若葉の精霊,https://shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP12/bp12-014.png,https://shadowverse-evolve.com/cardlist/?cardno=BP12-014&expansion=BP12&view=image,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-06-01 14:19:09.415234,2025-06-01 16:10:33.431284
180,BP12-015,BP12,スピアーエルフ,https://shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP12/bp12-015.png,https://shadowverse-evolve.com/cardlist/?cardno=BP12-015&expansion=BP12&view=image,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-06-01 14:19:09.415881,2025-06-01 16:10:33.432104
152,BP11-002,BP11,開拓のロデオガイ・ロキサス,https://shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP11/bp11-002.png,https://shadowverse-evolve.com/cardlist/?cardno=BP11-002&expansion=BP11&view=image,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-06-01 14:19:06.999847,2025-06-01 16:10:30.65501
153,BP11-003,BP11,優美な猫姉妹・シャム＆シャマ,https://shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP11/bp11-003.png,https://shadowverse-evolve.com/cardlist/?cardno=BP11-003&expansion=BP11&view=image,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-06-01 14:19:07.001059,2025-06-01 16:10:30.656283
154,BP11-004,BP11,地を裂く異形,https://shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP11/bp11-004.png,https://shadowverse-evolve.com/cardlist/?cardno=BP11-004&expansion=BP11&view=image,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-06-01 14:19:07.001941,2025-06-01 16:10:30.65731
185,BP13-005,BP13,オシャレハザード・ネルシャ,https://shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP13/bp13-005.png,https://shadowverse-evolve.com/cardlist/?cardno=BP13-005&expansion=BP13&view=image,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-06-01 14:19:11.833717,2025-06-01 16:10:36.175464
186,BP13-006,BP13,オシャレハザード・ネルシャ,https://shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP13/bp13-006.png,https://shadowverse-evolve.com/cardlist/?cardno=BP13-006&expansion=BP13&view=image,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-06-01 14:19:11.834374,2025-06-01 16:10:36.176275
187,BP13-007,BP13,終末の番人・スピネ,https://shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP13/bp13-007.png,https://shadowverse-evolve.com/cardlist/?cardno=BP13-007&expansion=BP13&view=image,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-06-01 14:19:11.835035,2025-06-01 16:10:36.177033
188,BP13-008,BP13,九尾の決意,https://shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP13/bp13-008.png,https://shadowverse-evolve.com/cardlist/?cardno=BP13-008&expansion=BP13&view=image,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-06-01 14:19:11.83567,2025-06-01 16:10:36.177778
189,BP13-009,BP13,陽光のエルフ,https://shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP13/bp13-009.png,https://shadowverse-evolve.com/cardlist/?cardno=BP13-009&expansion=BP13&view=image,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-06-01 14:19:11.836283,2025-06-01 16:10:36.178461
190,BP13-010,BP13,陽光のエルフ,https://shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP13/bp13-010.png,https://shadowverse-evolve.com/cardlist/?cardno=BP13-010&expansion=BP13&view=image,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-06-01 14:19:11.836917,2025-06-01 16:10:36.179169
191,BP13-011,BP13,ワイルドリーダー,https://shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP13/bp13-011.png,https://shadowverse-evolve.com/cardlist/?cardno=BP13-011&expansion=BP13&view=image,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-06-01 14:19:11.83754,2025-06-01 16:10:36.179834
192,BP13-012,BP13,ワンダーツリー,https://shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP13/bp13-012.png,https://shadowverse-evolve.com/cardlist/?cardno=BP13-012&expansion=BP13&view=image,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-06-01 14:19:11.838175,2025-06-01 16:10:36.180461
193,BP13-013,BP13,フォレストフェアリー,https://shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP13/bp13-013.png,https://shadowverse-evolve.com/cardlist/?cardno=BP13-013&expansion=BP13&view=image,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-06-01 14:19:11.838945,2025-06-01 16:10:36.181071
194,BP13-014,BP13,フォレストフェアリー,https://shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP13/bp13-014.png,https://shadowverse-evolve.com/cardlist/?cardno=BP13-014&expansion=BP13&view=image,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-06-01 14:19:11.839625,2025-06-01 16:10:36.181649
195,BP13-015,BP13,ブレードエルフ,https://shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP13/bp13-015.png,https://shadowverse-evolve.com/cardlist/?cardno=BP13-015&expansion=BP13&view=image,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-06-01 14:19:11.840451,2025-06-01 16:10:36.182348
196,BP14-001,BP14,化かし女将・ホズミ,https://shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/bp14-001.png,https://shadowverse-evolve.com/cardlist/?cardno=BP14-001&expansion=BP14&view=image,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-06-01 14:19:14.256459,2025-06-01 16:10:38.882077
197,BP14-002,BP14,化かし女将・ホズミ,https://shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/bp14-002.png,https://shadowverse-evolve.com/cardlist/?cardno=BP14-002&expansion=BP14&view=image,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-06-01 14:19:14.257888,2025-06-01 16:10:38.883027
198,BP14-003,BP14,天香の剣士・ルヴァン,https://shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/bp14-003.png,https://shadowverse-evolve.com/cardlist/?cardno=BP14-003&expansion=BP14&view=image,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-06-01 14:19:14.259093,2025-06-01 16:10:38.883719
199,BP14-004,BP14,四季の化身,https://shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/bp14-004.png,https://shadowverse-evolve.com/cardlist/?cardno=BP14-004&expansion=BP14&view=image,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-06-01 14:19:14.260097,2025-06-01 16:10:38.884426
200,BP14-005,BP14,四季の化身,https://shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/bp14-005.png,https://shadowverse-evolve.com/cardlist/?cardno=BP14-005&expansion=BP14&view=image,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-06-01 14:19:14.260957,2025-06-01 16:10:38.885169
201,BP14-006,BP14,清泉のスピリット,https://shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/bp14-006.png,https://shadowverse-evolve.com/cardlist/?cardno=BP14-006&expansion=BP14&view=image,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-06-01 14:19:14.261676,2025-06-01 16:10:38.886025
202,BP14-007,BP14,夢のもてなし,https://shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/bp14-007.png,https://shadowverse-evolve.com/cardlist/?cardno=BP14-007&expansion=BP14&view=image,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-06-01 14:19:14.262461,2025-06-01 16:10:38.886783
203,BP14-008,BP14,仲居のエルフ,https://shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/bp14-008.png,https://shadowverse-evolve.com/cardlist/?cardno=BP14-008&expansion=BP14&view=image,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-06-01 14:19:14.263048,2025-06-01 16:10:38.88806
204,BP14-009,BP14,仲居のエルフ,https://shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/bp14-009.png,https://shadowverse-evolve.com/cardlist/?cardno=BP14-009&expansion=BP14&view=image,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-06-01 14:19:14.263614,2025-06-01 16:10:38.888979
205,BP14-010,BP14,ねじまき売り子,https://shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/bp14-010.png,https://shadowverse-evolve.com/cardlist/?cardno=BP14-010&expansion=BP14&view=image,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-06-01 14:19:14.264185,2025-06-01 16:10:38.889589
206,BP14-011,BP14,職人の一念,https://shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/bp14-011.png,https://shadowverse-evolve.com/cardlist/?cardno=BP14-011&expansion=BP14&view=image,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-06-01 14:19:14.264721,2025-06-01 16:10:38.890504
207,BP14-012,BP14,絡繰り給仕,https://shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/bp14-012.png,https://shadowverse-evolve.com/cardlist/?cardno=BP14-012&expansion=BP14&view=image,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-06-01 14:19:14.265271,2025-06-01 16:10:38.891058
208,BP14-013,BP14,絡繰り給仕,https://shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/bp14-013.png,https://shadowverse-evolve.com/cardlist/?cardno=BP14-013&expansion=BP14&view=image,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-06-01 14:19:14.2658,2025-06-01 16:10:38.891599
209,BP14-014,BP14,提灯のフェアリー,https://shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/bp14-014.png,https://shadowverse-evolve.com/cardlist/?cardno=BP14-014&expansion=BP14&view=image,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-06-01 14:19:14.266346,2025-06-01 16:10:38.892141
210,BP14-015,BP14,森の遊撃者,https://shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP14/bp14-015.png,https://shadowverse-evolve.com/cardlist/?cardno=BP14-015&expansion=BP14&view=image,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-06-01 14:19:14.266865,2025-06-01 16:10:38.892672
182,BP13-002,BP13,九火石炎・セッカ,https://shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP13/bp13-002.png,https://shadowverse-evolve.com/cardlist/?cardno=BP13-002&expansion=BP13&view=image,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-06-01 14:19:11.831004,2025-06-01 16:10:36.172696
183,BP13-003,BP13,瘴気の妖精姫・アリア,https://shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP13/bp13-003.png,https://shadowverse-evolve.com/cardlist/?cardno=BP13-003&expansion=BP13&view=image,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-06-01 14:19:11.83201,2025-06-01 16:10:36.17377
184,BP13-004,BP13,瘴気の妖精姫・アリア,https://shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP13/bp13-004.png,https://shadowverse-evolve.com/cardlist/?cardno=BP13-004&expansion=BP13&view=image,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-06-01 14:19:11.832947,2025-06-01 16:10:36.174633
215,BP15-005,BP15,凍土の女王・ピアシィ,https://shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP15/bp15-005.png,https://shadowverse-evolve.com/cardlist/?cardno=BP15-005&expansion=BP15&view=image,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-06-01 14:19:16.737514,2025-06-01 16:10:41.510237
216,BP15-006,BP15,不吉の人形師,https://shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP15/bp15-006.png,https://shadowverse-evolve.com/cardlist/?cardno=BP15-006&expansion=BP15&view=image,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-06-01 14:19:16.738205,2025-06-01 16:10:41.510901
217,BP15-007,BP15,不吉の人形師,https://shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP15/bp15-007.png,https://shadowverse-evolve.com/cardlist/?cardno=BP15-007&expansion=BP15&view=image,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-06-01 14:19:16.738894,2025-06-01 16:10:41.511591
218,BP15-008,BP15,腐食の絶命,https://shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP15/bp15-008.png,https://shadowverse-evolve.com/cardlist/?cardno=BP15-008&expansion=BP15&view=image,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-06-01 14:19:16.739564,2025-06-01 16:10:41.512261
219,BP15-009,BP15,輪廻する回生,https://shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP15/bp15-009.png,https://shadowverse-evolve.com/cardlist/?cardno=BP15-009&expansion=BP15&view=image,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-06-01 14:19:16.740246,2025-06-01 16:10:41.512963
220,BP15-010,BP15,幻獣の遣い,https://shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP15/bp15-010.png,https://shadowverse-evolve.com/cardlist/?cardno=BP15-010&expansion=BP15&view=image,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-06-01 14:19:16.741379,2025-06-01 16:10:41.513749
221,BP15-011,BP15,幻獣の遣い,https://shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP15/bp15-011.png,https://shadowverse-evolve.com/cardlist/?cardno=BP15-011&expansion=BP15&view=image,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-06-01 14:19:16.742113,2025-06-01 16:10:41.514461
222,BP15-012,BP15,絶命の崇拝者,https://shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP15/bp15-012.png,https://shadowverse-evolve.com/cardlist/?cardno=BP15-012&expansion=BP15&view=image,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-06-01 14:19:16.742781,2025-06-01 16:10:41.515109
223,BP15-013,BP15,ヒーリングフェアリー,https://shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP15/bp15-013.png,https://shadowverse-evolve.com/cardlist/?cardno=BP15-013&expansion=BP15&view=image,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-06-01 14:19:16.743372,2025-06-01 16:10:41.515741
224,BP15-014,BP15,不殺の隠者,https://shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP15/bp15-014.png,https://shadowverse-evolve.com/cardlist/?cardno=BP15-014&expansion=BP15&view=image,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-06-01 14:19:16.743966,2025-06-01 16:10:41.516418
225,BP15-015,BP15,不殺の隠者,https://shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP15/bp15-015.png,https://shadowverse-evolve.com/cardlist/?cardno=BP15-015&expansion=BP15&view=image,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-06-01 14:19:16.745066,2025-06-01 16:10:41.517049
226,CP01-001,CP01,サイレンススズカ,https://shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CP01/cp01-001.png,https://shadowverse-evolve.com/cardlist/?cardno=CP01-001&expansion=CP01&view=image,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-06-01 14:19:19.157993,2025-06-01 16:10:44.263212
227,CP01-002,CP01,サイレンススズカ,https://shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CP01/cp01-002.png,https://shadowverse-evolve.com/cardlist/?cardno=CP01-002&expansion=CP01&view=image,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-06-01 14:19:19.159528,2025-06-01 16:10:44.264498
228,CP01-003,CP01,スマートファルコン,https://shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CP01/cp01-003.png,https://shadowverse-evolve.com/cardlist/?cardno=CP01-003&expansion=CP01&view=image,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-06-01 14:19:19.160665,2025-06-01 16:10:44.26525
229,CP01-004,CP01,ゴールドシチー,https://shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CP01/cp01-004.png,https://shadowverse-evolve.com/cardlist/?cardno=CP01-004&expansion=CP01&view=image,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-06-01 14:19:19.161898,2025-06-01 16:10:44.265903
230,CP01-005,CP01,はやい！うまい！はやい！,https://shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CP01/cp01-005.png,https://shadowverse-evolve.com/cardlist/?cardno=CP01-005&expansion=CP01&view=image,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-06-01 14:19:19.163293,2025-06-01 16:10:44.266491
231,CP01-006,CP01,シンコウウインディ,https://shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CP01/cp01-006.png,https://shadowverse-evolve.com/cardlist/?cardno=CP01-006&expansion=CP01&view=image,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-06-01 14:19:19.164289,2025-06-01 16:10:44.267085
232,CP01-007,CP01,エイシンフラッシュ,https://shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CP01/cp01-007.png,https://shadowverse-evolve.com/cardlist/?cardno=CP01-007&expansion=CP01&view=image,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-06-01 14:19:19.165036,2025-06-01 16:10:44.267679
233,CP01-008,CP01,鍛えぬくトモ,https://shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CP01/cp01-008.png,https://shadowverse-evolve.com/cardlist/?cardno=CP01-008&expansion=CP01&view=image,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-06-01 14:19:19.165716,2025-06-01 16:10:44.268298
234,CP01-009,CP01,マーベラスサンデー,https://shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CP01/cp01-009.png,https://shadowverse-evolve.com/cardlist/?cardno=CP01-009&expansion=CP01&view=image,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-06-01 14:19:19.166331,2025-06-01 16:10:44.268852
235,CP01-010,CP01,ユキノビジン,https://shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CP01/cp01-010.png,https://shadowverse-evolve.com/cardlist/?cardno=CP01-010&expansion=CP01&view=image,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-06-01 14:19:19.166899,2025-06-01 16:10:44.269417
236,CP01-011,CP01,アイネスフウジン,https://shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CP01/cp01-011.png,https://shadowverse-evolve.com/cardlist/?cardno=CP01-011&expansion=CP01&view=image,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-06-01 14:19:19.167539,2025-06-01 16:10:44.270109
237,CP01-012,CP01,タイキシャトル,https://shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CP01/cp01-012.png,https://shadowverse-evolve.com/cardlist/?cardno=CP01-012&expansion=CP01&view=image,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-06-01 14:19:19.168104,2025-06-01 16:10:44.271097
238,CP01-013,CP01,ハルウララ,https://shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CP01/cp01-013.png,https://shadowverse-evolve.com/cardlist/?cardno=CP01-013&expansion=CP01&view=image,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-06-01 14:19:19.168808,2025-06-01 16:10:44.271833
239,CP01-014,CP01,トウカイテイオー,https://shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CP01/cp01-014.png,https://shadowverse-evolve.com/cardlist/?cardno=CP01-014&expansion=CP01&view=image,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-06-01 14:19:19.169368,2025-06-01 16:10:44.27247
240,CP01-015,CP01,トウカイテイオー,https://shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CP01/cp01-015.png,https://shadowverse-evolve.com/cardlist/?cardno=CP01-015&expansion=CP01&view=image,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-06-01 14:19:19.169925,2025-06-01 16:10:44.273067
212,BP15-002,BP15,リバースブレイダー・アマツ,https://shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP15/bp15-002.png,https://shadowverse-evolve.com/cardlist/?cardno=BP15-002&expansion=BP15&view=image,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-06-01 14:19:16.733991,2025-06-01 16:10:41.507253
213,BP15-003,BP15,リバースブレイダー・アマツ,https://shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP15/bp15-003.png,https://shadowverse-evolve.com/cardlist/?cardno=BP15-003&expansion=BP15&view=image,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-06-01 14:19:16.73545,2025-06-01 16:10:41.508538
214,BP15-004,BP15,凍土の女王・ピアシィ,https://shadowverse-evolve.com/wordpress/wp-content/images/cardlist/BP15/bp15-004.png,https://shadowverse-evolve.com/cardlist/?cardno=BP15-004&expansion=BP15&view=image,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-06-01 14:19:16.736647,2025-06-01 16:10:41.509445
245,CP02-005,CP02,喜多見柚,https://shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CP02/cp02-005.png,https://shadowverse-evolve.com/cardlist/?cardno=CP02-005&expansion=CP02&view=image,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-06-01 14:19:21.506389,2025-06-01 16:10:47.029395
246,CP02-006,CP02,アナスタシア,https://shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CP02/cp02-006.png,https://shadowverse-evolve.com/cardlist/?cardno=CP02-006&expansion=CP02&view=image,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-06-01 14:19:21.507052,2025-06-01 16:10:47.030123
247,CP02-007,CP02,ブランニュー・ビート,https://shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CP02/cp02-007.png,https://shadowverse-evolve.com/cardlist/?cardno=CP02-007&expansion=CP02&view=image,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-06-01 14:19:21.507604,2025-06-01 16:10:47.030878
248,CP02-008,CP02,工藤忍,https://shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CP02/cp02-008.png,https://shadowverse-evolve.com/cardlist/?cardno=CP02-008&expansion=CP02&view=image,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-06-01 14:19:21.508181,2025-06-01 16:10:47.031522
249,CP02-009,CP02,相葉夕美,https://shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CP02/cp02-009.png,https://shadowverse-evolve.com/cardlist/?cardno=CP02-009&expansion=CP02&view=image,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-06-01 14:19:21.508717,2025-06-01 16:10:47.032228
250,CP02-010,CP02,相葉夕美,https://shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CP02/cp02-010.png,https://shadowverse-evolve.com/cardlist/?cardno=CP02-010&expansion=CP02&view=image,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-06-01 14:19:21.509218,2025-06-01 16:10:47.032896
252,CP02-012,CP02,綾瀬穂乃香,https://shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CP02/cp02-012.png,https://shadowverse-evolve.com/cardlist/?cardno=CP02-012&expansion=CP02&view=image,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-06-01 14:19:21.510261,2025-06-01 16:10:47.034165
253,CP02-013,CP02,桃井あずき,https://shadowverse-evolve.com/wordpress/wp-content/images/cardlist/CP02/cp02-013.png,https://shadowverse-evolve.com/cardlist/?cardno=CP02-013&expansion=CP02&view=image,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-06-01 14:19:21.51077,2025-06-01 16:10:47.034816
